full_name,stars,forks,open_issues,created_at,pushed_at,language,license,description
mlfoundations/open_clip,14013,1296,30,2021-07-28T23:24:39Z,2026-07-17T22:41:26Z,Python,Other,An open source implementation of CLIP.
wanshuiyin/Auto-claude-code-research-in-sleep,13713,1226,57,2026-03-10T07:31:45Z,2026-07-22T04:41:32Z,Python,MIT License,"ARIS ⚔️ (Auto-Research-In-Sleep) — Lightweight Markdown-only skills for autonomous ML research: cross-model review loops, idea discovery, and experiment automation. No framework, no lock-in — works with Claude Code, Codex, OpenClaw, or any LLM agent."
microsoft/LoRA,13678,917,113,2021-06-18T02:16:35Z,2024-12-17T03:55:52Z,Python,MIT License,"Code for loralib, an implementation of ""LoRA: Low-Rank Adaptation of Large Language Models"""
Data-Centric-AI-Community/fg-data-profiling,13651,1795,324,2016-01-09T23:47:55Z,2026-04-22T23:26:39Z,Python,MIT License,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. 
apache/tvm,13599,3929,195,2016-10-12T22:20:28Z,2026-07-22T07:48:26Z,Python,Apache License 2.0,Open Machine Learning Compiler Framework
Lightning-AI/litgpt,13493,1473,270,2023-05-04T17:46:11Z,2026-07-20T10:24:12Z,Python,Apache License 2.0,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale."
NVIDIA/TensorRT,13175,2390,614,2019-05-02T22:02:08Z,2026-07-07T20:42:11Z,C++,Apache License 2.0,NVIDIA® TensorRT™ is an SDK for high-performance deep learning inference on NVIDIA GPUs. This repository contains the open source components of TensorRT.
tangyudi/Ai-Learn,13167,2663,20,2020-01-28T01:55:06Z,2024-06-02T04:46:40Z,,,"人工智能学习路线图，整理近200个实战案例与项目，免费提供配套教材，零基础入门，就业实战！包括：Python，数学，机器学习，数据分析，深度学习，计算机视觉，自然语言处理，PyTorch tensorflow machine-learning,deep-learning data-analysis data-mining mathematics data-science artificial-intelligence python tensorflow tensorflow2 caffe keras pytorch algorithm numpy pandas matplotlib seaborn nlp cv等热门领域"
jacobgil/pytorch-grad-cam,12922,1705,161,2017-05-31T19:55:15Z,2026-07-10T13:19:18Z,Python,MIT License,"Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more."
kmario23/deep-learning-drizzle,12898,2990,5,2018-11-26T01:17:36Z,2024-10-19T17:28:52Z,HTML,,"Drench yourself in Deep Learning, Reinforcement Learning, Machine Learning, Computer Vision, and NLP by learning from these exciting lectures!!"
junyanz/CycleGAN,12870,1956,59,2017-03-30T15:56:21Z,2023-09-12T19:48:53Z,Lua,Other,"Software that can generate photos from paintings,  turn horses into zebras,  perform style transfer, and more."
chenyuntc/pytorch-book,12841,3728,133,2017-05-24T07:49:38Z,2023-12-24T05:46:11Z,Jupyter Notebook,MIT License,"PyTorch tutorials and fun projects including neural talk, neural style, poem writing, anime generation (《深度学习框架PyTorch：入门与实战》)"
jina-ai/clip-as-service,12831,2069,302,2018-11-12T10:48:50Z,2024-01-23T10:33:43Z,Python,Other,"🏄 Scalable embedding, reasoning, ranking for images and sentences with CLIP"
zalandoresearch/fashion-mnist,12794,3070,34,2017-08-25T12:05:15Z,2022-06-13T20:36:21Z,Python,MIT License,A MNIST-like fashion product database. Benchmark :point_down: 
khangich/machine-learning-interview,12737,2043,9,2020-08-11T06:26:32Z,2023-08-31T17:49:30Z,,,"Machine Learning Interviews from FAANG, Snapchat, LinkedIn. I have offers from Snapchat, Coupang, Stitchfix etc. Blog: mlengineer.io."
thuml/Time-Series-Library,12656,1983,45,2023-02-13T08:47:46Z,2026-04-18T21:01:40Z,Python,MIT License,A Library for Advanced Deep Time Series Models for General Time Series Analysis.
ritchieng/the-incredible-pytorch,12610,2218,3,2017-02-11T08:33:11Z,2026-07-22T04:42:11Z,,MIT License,"The Incredible PyTorch: a curated list of tutorials, papers, projects, communities and more relating to PyTorch. "
sapientinc/HRM,12597,1830,75,2025-07-09T02:09:32Z,2026-03-31T23:08:31Z,Python,Apache License 2.0,Hierarchical Reasoning Model Official Release
alex000kim/nsfw_data_scraper,12587,2845,15,2019-01-11T02:21:40Z,2024-01-21T23:49:42Z,Shell,MIT License,Collection of scripts to aggregate image data for the purposes of training an NSFW Image Classifier
extreme-assistant/CVPR2024-Paper-Code-Interpretation,12480,2235,40,2019-02-26T07:53:48Z,2024-04-25T10:43:41Z,,,cvpr2024/cvpr2023/cvpr2022/cvpr2021/cvpr2020/cvpr2019/cvpr2018/cvpr2017 论文/代码/解读/直播合集，极市团队整理
OpenMOSS/MOSS,12194,1133,242,2023-04-15T14:07:44Z,2026-05-27T13:16:14Z,Python,Apache License 2.0,An open-source tool-augmented conversational language model from Fudan University
tonybeltramelli/pix2code,12025,1432,9,2017-05-24T05:51:41Z,2024-05-29T04:48:27Z,Python,Apache License 2.0,pix2code: Generating Code from a Graphical User Interface Screenshot
allenai/allennlp,11888,2214,91,2017-05-15T15:52:41Z,2022-11-22T23:28:35Z,Python,Apache License 2.0,"An open-source NLP research library, built on PyTorch."
nerfstudio-project/nerfstudio,11835,1653,949,2022-05-31T18:17:37Z,2025-07-29T02:30:55Z,Python,Apache License 2.0,A collaboration friendly studio for NeRFs
ludwig-ai/ludwig,11744,1219,1,2018-12-27T23:58:12Z,2026-07-20T21:16:53Z,Python,Apache License 2.0,"Low-code framework for building custom LLMs, neural networks, and other AI models"
speechbrain/speechbrain,11703,1710,184,2020-04-28T17:48:45Z,2026-06-15T11:24:25Z,Python,Apache License 2.0,A PyTorch-based Speech Toolkit
tensorzero/tensorzero,11693,949,392,2024-07-16T21:00:53Z,2026-06-11T01:48:44Z,Rust,Apache License 2.0,"TensorZero is an open-source LLMOps platform that unifies an LLM gateway, observability, evaluation, optimization, and experimentation."
Jack-Cherish/PythonPark,11591,1685,3,2020-04-29T06:24:33Z,2024-11-26T06:12:16Z,Python,,Python 开源项目之「自学编程之路」，保姆级教程：AI实验室、宝藏视频、数据结构、学习指南、机器学习实战、深度学习实战、网络爬虫、大厂面经、程序人生、资源分享。
milesial/Pytorch-UNet,11556,2758,125,2017-08-16T12:17:08Z,2024-08-11T03:00:15Z,Python,GNU General Public License v3.0,PyTorch implementation of the U-Net for image semantic segmentation with high quality images
hoya012/deep_learning_object_detection,11386,2751,6,2018-09-18T01:37:58Z,2024-02-12T09:30:31Z,Python,,A paper list of object detection using deep learning.
lucidrains/DALLE2-pytorch,11306,1077,74,2022-04-07T04:14:08Z,2024-05-11T19:18:10Z,Python,MIT License,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch"
kornia/kornia,11282,1205,70,2018-08-22T10:31:37Z,2026-07-22T14:08:34Z,Python,Apache License 2.0,🐍 Geometric Computer Vision Library for Spatial AI
salesforce/LAVIS,11254,1110,501,2022-08-24T02:36:01Z,2026-06-02T18:14:49Z,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License",LAVIS - A One-stop Library for Language-Vision Intelligence
wandb/wandb,11200,883,899,2017-03-24T05:46:23Z,2026-07-22T17:08:53Z,Python,MIT License,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production."
apple/turicreate,11162,1121,522,2017-12-01T00:42:04Z,2023-11-01T06:14:06Z,C++,"BSD 3-Clause ""New"" or ""Revised"" License",Turi Create simplifies the development of custom machine learning models.
rushter/MLAlgorithms,11074,1760,11,2016-10-05T06:46:45Z,2026-05-07T06:48:35Z,Python,MIT License,Minimal and clean examples of machine learning algorithms implementations
aws/amazon-sagemaker-examples,10974,6964,849,2017-10-23T05:55:22Z,2026-07-21T23:20:01Z,Jupyter Notebook,Apache License 2.0,"Example 📓 Jupyter notebooks that demonstrate how to build, train, and deploy machine learning models using 🧠 Amazon SageMaker. "
lengstrom/fast-style-transfer,10963,2549,112,2016-07-21T02:59:11Z,2023-07-16T02:36:30Z,Python,,TensorFlow CNN for fast style transfer ⚡🖥🎨🖼
fastai/numerical-linear-algebra,10935,2681,21,2017-05-16T17:28:12Z,2024-04-16T14:44:18Z,Jupyter Notebook,,Free online textbook of Jupyter notebooks for fast.ai Computational Linear Algebra course
voxel51/fiftyone,10933,797,676,2020-04-22T13:43:28Z,2026-07-22T17:35:42Z,TypeScript,Apache License 2.0,Refine high-quality datasets and visual AI models
huggingface/text-generation-inference,10880,1271,324,2022-10-08T10:26:28Z,2026-03-21T11:34:22Z,Python,Apache License 2.0,Large Language Model Text Generation Inference
triton-inference-server/server,10863,1819,906,2018-10-04T21:10:30Z,2026-07-22T09:08:12Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",The Triton Inference Server provides an optimized cloud and edge inferencing solution. 
lucidrains/denoising-diffusion-pytorch,10658,1286,151,2020-08-26T02:22:10Z,2026-02-11T19:56:18Z,Python,MIT License,Implementation of Denoising Diffusion Probabilistic Model in Pytorch
phillipi/pix2pix,10650,1733,92,2016-11-16T22:48:50Z,2021-06-06T12:09:47Z,Lua,Other,Image-to-image translation with conditional adversarial nets
ultralytics/yolov3,10585,3433,4,2018-08-26T08:57:20Z,2026-07-22T14:10:28Z,Python,GNU Affero General Public License v3.0,"PyTorch implementation of YOLOv3, YOLOv3-SPP, and YOLOv3-tiny for real-time object detection with training, validation, inference, and multi-format export."
openvinotoolkit/openvino,10562,3284,714,2018-10-15T10:54:40Z,2026-07-22T16:18:50Z,C++,Apache License 2.0,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference
autogluon/autogluon,10549,1170,399,2019-07-29T18:51:24Z,2026-07-22T16:46:06Z,Python,Apache License 2.0,Fast and Accurate ML in 3 Lines of Code
Megvii-BaseDetection/YOLOX,10544,2491,769,2021-07-17T02:01:45Z,2025-06-08T03:52:54Z,Python,Apache License 2.0,"YOLOX is a high-performance anchor-free YOLO, exceeding yolov3~v5 with MegEngine, ONNX, TensorRT, ncnn, and OpenVINO supported. Documentation: https://yolox.readthedocs.io/"
lexfridman/mit-deep-learning,10446,2201,17,2017-01-08T00:52:01Z,2024-01-03T13:54:05Z,Jupyter Notebook,MIT License,"Tutorials, assignments, and competitions for MIT Deep Learning related courses."
chiphuyen/stanford-tensorflow-tutorials,10373,4251,85,2016-11-05T18:21:51Z,2020-12-22T09:21:55Z,Python,MIT License,This repository contains code examples for the Stanford's course: TensorFlow for Deep Learning Research. 
skypilot-org/skypilot,10349,1146,347,2021-08-11T23:32:15Z,2026-07-22T17:31:45Z,Python,Apache License 2.0,"The AI Compute Platform for frontier teams. SkyPilot turns fragmented AI compute into one AI supercomputer, so frontier AI teams build custom intelligence faster."
bigscience-workshop/petals,10345,627,113,2022-06-12T00:10:27Z,2024-09-07T11:54:28Z,Python,MIT License,"🌸 Run LLMs at home, BitTorrent-style. Fine-tuning and inference up to 10x faster than offloading"
zyddnys/manga-image-translator,10220,1035,136,2021-02-18T03:03:23Z,2026-07-20T07:17:48Z,Python,GNU General Public License v3.0,Translate manga/image 一键翻译各类图片内文字 https://cotrans.touhou.ai/ (no longer working)
satellite-image-deep-learning/techniques,10219,1639,0,2018-04-16T08:42:09Z,2026-07-11T13:37:16Z,,Apache License 2.0,Techniques for deep learning with satellite & aerial imagery
mozilla/TTS,10164,1322,38,2018-01-23T14:22:06Z,2023-11-09T15:37:59Z,Jupyter Notebook,Mozilla Public License 2.0,:robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)
vwxyzjn/cleanrl,10142,1137,110,2019-06-07T16:31:50Z,2026-04-20T10:57:15Z,Python,Other,"High-quality single file implementation of Deep Reinforcement Learning algorithms with research-friendly features (PPO, DQN, C51, DDPG, TD3, SAC, PPG)"
advimman/lama,10127,1070,123,2021-08-30T18:27:52Z,2025-02-05T08:41:52Z,Jupyter Notebook,Apache License 2.0,"🦙  LaMa Image Inpainting, Resolution-robust Large Mask Inpainting with Fourier Convolutions, WACV 2022"
NVIDIA/cutlass,10121,1974,627,2017-11-30T00:11:24Z,2026-07-21T09:13:07Z,C++,Other,CUDA Templates and Python DSLs for High-Performance Linear Algebra
google-deepmind/sonnet,9944,1305,43,2017-04-03T11:34:35Z,2026-07-07T22:31:42Z,Python,Apache License 2.0,TensorFlow-based neural network library
OpenMined/PySyft,9927,1998,22,2017-07-18T20:41:16Z,2026-07-22T14:59:29Z,Python,Apache License 2.0,Perform data science on data that remains in someone else's server
yzhao062/pyod,9922,1481,225,2017-10-03T20:29:04Z,2026-07-20T04:15:07Z,Python,"BSD 2-Clause ""Simplified"" License","A Python library for anomaly detection across tabular, time series, graph, text, image, and audio data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents."
espnet/espnet,9898,2418,50,2017-12-13T00:45:11Z,2026-07-20T19:27:20Z,Python,Apache License 2.0,End-to-End Speech Processing Toolkit
microsoft/computervision-recipes,9868,1209,112,2019-02-11T16:23:51Z,2024-02-16T23:55:05Z,Jupyter Notebook,MIT License,"Best Practices, code samples, and documentation for Computer Vision."
alexjc/neural-doodle,9850,893,50,2016-03-05T23:35:18Z,2020-10-01T16:54:52Z,Python,GNU Affero General Public License v3.0,"Turn your two-bit doodles into fine artworks with deep neural networks, generate seamless textures from photos, transfer style from one image to another, perform example-based upscaling, but wait... there's more! (An implementation of Semantic Style Transfer.)"
CVHub520/X-AnyLabeling,9844,1069,5,2023-05-23T08:14:30Z,2026-07-21T00:32:29Z,Python,GNU General Public License v3.0,Effortless data labeling with AI support from Segment Anything and other awesome models.
xuebinqin/U-2-Net,9816,1618,248,2020-05-04T17:10:28Z,2024-06-26T04:16:45Z,Python,Apache License 2.0,"The code for our newly accepted paper in Pattern Recognition 2020: ""U^2-Net: Going Deeper with Nested U-Structure for Salient Object Detection."""
jadore801120/attention-is-all-you-need-pytorch,9758,2095,83,2017-06-14T10:15:20Z,2024-04-16T07:27:13Z,Python,MIT License,"A PyTorch implementation of the Transformer model in ""Attention is All You Need""."
onnx/models,9729,1583,214,2017-10-06T00:03:03Z,2026-07-01T03:27:16Z,Jupyter Notebook,Apache License 2.0,"A collection of pre-trained, state-of-the-art models in the ONNX format "
tflearn/tflearn,9577,2357,580,2016-03-31T12:05:53Z,2024-05-06T11:34:20Z,Python,Other,Deep learning library featuring a higher-level API for TensorFlow.
roboflow/notebooks,9576,1487,84,2022-11-18T18:16:56Z,2026-07-15T18:02:26Z,Jupyter Notebook,,"A collection of tutorials on state-of-the-art computer vision models and techniques. Explore everything from foundational architectures like ResNet to cutting-edge models like RF-DETR, YOLO11, SAM 3, and Qwen3-VL."
arogozhnikov/einops,9555,400,39,2018-09-22T00:45:08Z,2026-07-05T04:47:13Z,Python,MIT License,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others)"
unit8co/darts,9471,1017,215,2018-09-13T15:17:28Z,2026-07-21T14:47:07Z,Python,Apache License 2.0,A python library for user-friendly forecasting and anomaly detection on time series.
huseinzol05/Stock-Prediction-Models,9465,3046,47,2017-12-18T10:49:59Z,2023-04-16T22:03:47Z,Jupyter Notebook,Apache License 2.0,Gathers machine learning and deep learning models for Stock forecasting including trading bots and simulations
PeterL1n/RobustVideoMatting,9442,1198,122,2021-08-30T20:57:44Z,2024-04-02T16:26:48Z,Python,GNU General Public License v3.0,"Robust Video Matting in PyTorch, TensorFlow, TensorFlow.js, ONNX, CoreML!"
Oneflow-Inc/oneflow,9411,1014,644,2017-02-11T06:09:53Z,2025-12-04T01:29:28Z,C++,Apache License 2.0,"OneFlow is a deep learning framework designed to be user-friendly, scalable and efficient."
FMInference/FlexLLMGen,9361,589,58,2023-02-15T21:18:53Z,2024-10-28T03:05:41Z,Python,Apache License 2.0,Running large language models on a single GPU for throughput-oriented scenarios.
voicepaw/so-vits-svc-fork,9326,1225,157,2023-03-15T14:15:50Z,2026-07-22T11:56:09Z,Python,Other,"so-vits-svc fork with realtime support, improved interface and more features."
keras-team/autokeras,9325,1392,160,2017-11-19T23:18:20Z,2025-11-25T02:26:35Z,Python,Apache License 2.0,AutoML library for deep learning
Hvass-Labs/TensorFlow-Tutorials,9263,4097,1,2016-06-26T14:43:21Z,2021-01-15T20:20:02Z,Jupyter Notebook,MIT License,TensorFlow Tutorials with YouTube Videos
NirantK/awesome-project-ideas,9227,1294,7,2017-08-19T09:37:58Z,2023-03-13T16:28:22Z,,MIT License,"Curated list of Machine Learning, NLP, Vision, Recommender Systems Project Ideas"
YaoFANGUK/video-subtitle-extractor,9219,928,254,2020-10-04T18:01:25Z,2026-04-09T15:27:37Z,Python,Apache License 2.0,视频硬字幕提取，生成srt文件。无需申请第三方API，本地实现文本识别。基于深度学习的视频字幕提取框架，包含字幕区域检测、字幕内容提取。A GUI tool for extracting hard-coded subtitle (hardsub) from videos and generating srt files. 
